,geometry,n_bus,dist_nearest_bus,n_bus_routes,n_bus_trips,n_metro,dist_nearest_metro,n_metro_routes,n_metro_trips,dist_nearest_cycle_path,validations_bus,validations_metro,dist_nearest_school,dist_nearest_attraction
12,"POLYGON ((-8.689747166666667 41.16670291666668, -8.68897675 41.16670291666668, -8.68897675 41.16747220000001, -8.689747166666667 41.16747220000001, -8.689747166666667 41.16670291666668))",1,0.00040876341596821395,2,93,0,0.013108427038731373,1,1,0.00028398101126491065,664.9357142857143,1752.2098425860386,0.02133162550604799,0.028143237736575195
13,"POLYGON ((-8.689747166666667 41.16747220000001, -8.68897675 41.16747220000001, -8.68897675 41.16824148333335, -8.689747166666667 41.16824148333335, -8.689747166666667 41.16747220000001))",1,9.599103009516724e-05,4,62,0,0.012340701318939133,1,1,0.00022914597354556503,664.9357142857143,1752.2098425860386,0.021508152166335247,0.02861684774412637
14,"POLYGON ((-8.689747166666667 41.16824148333335, -8.68897675 41.16824148333335, -8.68897675 41.16901076666668, -8.689747166666667 41.16901076666668, -8.689747166666667 41.16824148333335))",0,0.000795147561881978,4,62,0,0.011573182464235691,1,1,8.65715939571638e-05,664.9357142857143,1752.2098425860386,0.02171051740940645,0.029103087688727523
15,"POLYGON ((-8.689747166666667 41.16901076666668, -8.68897675 41.16901076666668, -8.68897675 41.169780050000014, -8.689747166666667 41.169780050000014, -8.689747166666667 41.16901076666668))",0,0.0015616973799002026,4,62,0,0.010805914554143753,1,1,0.000778224088143267,664.9357142857143,1752.2098425860386,0.02193800620959062,0.029531213118514067
16,"POLYGON ((-8.689747166666667 41.17131861666668, -8.68897675 41.17131861666668, -8.68897675 41.172087900000015, -8.689747166666667 41.172087900000015, -8.689747166666667 41.17131861666668))",0,0.0015337124295875235,4,136,0,0.008506295463841946,1,1,0.00044159770110644895,47.25675990675991,1752.2098425860386,0.02276326710775073,0.027746201832283077
17,"POLYGON ((-8.689747166666667 41.172087900000015, -8.68897675 41.172087900000015, -8.68897675 41.17285718333335, -8.689747166666667 41.17285718333335, -8.689747166666667 41.172087900000015))",0,0.0011987838402656534,4,136,0,0.007740844546622478,1,1,0.0002219157906921987,544.2166666666667,1752.2098425860386,0.02308311622077997,0.02716870674375368
18,"POLYGON ((-8.689747166666667 41.17285718333335, -8.68897675 41.17285718333335, -8.68897675 41.17362646666668, -8.689747166666667 41.17362646666668, -8.689747166666667 41.17285718333335))",0,0.0007131975929532225,1,62,0,0.006976236791096119,1,1,0.0005081870483139696,544.2166666666667,1752.2098425860386,0.023423871866099257,0.026600923477046803
19,"POLYGON ((-8.68897675 41.163625783333345, -8.688206333333333 41.163625783333345, -8.688206333333333 41.16439506666668, -8.68897675 41.16439506666668, -8.68897675 41.163625783333345))",0,0.002148952154295152,4,163,0,0.0161606209593028,1,1,0.001870006170428393,92.17056277056275,1752.2098425860386,0.02012708790057478,0.02573881660497504
20,"POLYGON ((-8.68897675 41.16439506666668, -8.688206333333333 41.16439506666668, -8.688206333333333 41.16516435000001, -8.68897675 41.16516435000001, -8.68897675 41.16439506666668))",0,0.001683629736640515,4,163,0,0.015391339923088056,1,1,0.0014927974304269592,92.17056277056275,1752.2098425860386,0.02019721900316807,0.026165520250175663
21,"POLYGON ((-8.68897675 41.16516435000001, -8.688206333333333 41.16516435000001, -8.688206333333333 41.165933633333346, -8.68897675 41.165933633333346, -8.68897675 41.16516435000001))",0,0.0014949302701600317,4,163,0,0.014622059128588192,1,1,0.0011141799077420773,92.17056277056275,1752.2098425860386,0.020296286292330688,0.026607626977876768
22,"POLYGON ((-8.68897675 41.165933633333346, -8.688206333333333 41.165933633333346, -8.688206333333333 41.16670291666668, -8.68897675 41.16670291666668, -8.68897675 41.165933633333346))",0,0.0012263734454027698,2,93,0,0.013852778616049877,1,1,0.0007356879599162673,92.17056277056275,1752.2098425860386,0.02042386870190226,0.02706438195340235
23,"POLYGON ((-8.68897675 41.16670291666668, -8.688206333333333 41.16670291666668, -8.688206333333333 41.16747220000001, -8.68897675 41.16747220000001, -8.68897675 41.16670291666668))",0,0.0006308644653345587,2,93,0,0.013083498435233064,1,1,7.667060377599598e-05,664.9357142857143,1752.2098425860386,0.020579435899428403,0.027535056225458023
24,"POLYGON ((-8.68897675 41.16747220000001, -8.688206333333333 41.16747220000001, -8.688206333333333 41.16824148333335, -8.68897675 41.16824148333335, -8.68897675 41.16747220000001))",0,0.0006896244003357931,2,93,0,0.012314218648305232,1,1,0.0006902496324863302,189.76850897517176,1752.2098425860386,0.020762358845242922,0.028018948335943213
25,"POLYGON ((-8.68897675 41.16824148333335, -8.688206333333333 41.16824148333335, -8.688206333333333 41.16901076666668, -8.68897675 41.16901076666668, -8.68897675 41.16824148333335))",0,0.0008391943755350456,3,136,0,0.011544939333989365,1,1,0.0001439198330875633,189.76850897517176,1752.2098425860386,0.020971921738184747,0.028515385392091547
26,"POLYGON ((-8.68897675 41.16901076666668, -8.688206333333333 41.16901076666668, -8.688206333333333 41.169780050000014, -8.68897675 41.169780050000014, -8.68897675 41.16901076666668))",0,0.0013772644614996332,3,136,0,0.010775660593506927,1,1,0.0005853428884911112,189.76850897517176,1752.2098425860386,0.021207334855196727,0.029023723674968496
27,"POLYGON ((-8.68897675 41.169780050000014, -8.688206333333333 41.169780050000014, -8.688206333333333 41.17054933333335, -8.68897675 41.17054933333335, -8.68897675 41.169780050000014))",0,0.0018267097251947308,4,62,0,0.01000638255922777,1,1,0.0008525023849912202,47.25675990675991,1752.2098425860386,0.02146774780041059,0.029417170465926155
28,"POLYGON ((-8.68897675 41.17054933333335, -8.688206333333333 41.17054933333335, -8.688206333333333 41.17131861666668, -8.68897675 41.17131861666668, -8.68897675 41.17054933333335))",0,0.001193426803834714,4,62,0,0.009237105407567576,1,1,0.0006414680742565851,47.25675990675991,1752.2098425860386,0.021752262716269604,0.02883209393789458
29,"POLYGON ((-8.68897675 41.17131861666668, -8.688206333333333 41.17131861666668, -8.688206333333333 41.172087900000015, -8.68897675 41.172087900000015, -8.68897675 41.17131861666668))",0,0.0008338227305549026,4,62,0,0.008467829379078227,1,1,0.00011848865937753614,47.25675990675991,1752.2098425860386,0.022059947067643016,0.028255848193947188
30,"POLYGON ((-8.68897675 41.172087900000015, -8.688206333333333 41.172087900000015, -8.688206333333333 41.17285718333335, -8.68897675 41.17285718333335, -8.68897675 41.172087900000015))",0,0.0004605577521111304,4,136,0,0.007698554810480812,1,1,0.0005482919101877238,47.25675990675991,1752.2098425860386,0.022389845682148878,0.027688984581773424
31,"POLYGON ((-8.68897675 41.17285718333335, -8.688206333333333 41.17285718333335, -8.688206333333333 41.17362646666668, -8.68897675 41.17362646666668, -8.68897675 41.17285718333335))",0,0.0005813501875874946,3,136,0,0.006929282187964736,1,1,0.0007059977325191847,544.2166666666667,1752.2098425860386,0.022740991807919057,0.027132091162925493
32,"POLYGON ((-8.688206333333333 41.163625783333345, -8.687435916666667 41.163625783333345, -8.687435916666667 41.16439506666668, -8.688206333333333 41.16439506666668, -8.688206333333333 41.163625783333345))",0,0.0017053189522391295,4,163,0,0.01617713897281638,1,1,0.0012001742274806025,92.17056277056275,1752.2098425860386,0.019358762518463878,0.025096040622908735
33,"POLYGON ((-8.688206333333333 41.16439506666668, -8.687435916666667 41.16439506666668, -8.687435916666667 41.16516435000001, -8.688206333333333 41.16516435000001, -8.688206333333333 41.16439506666668))",0,0.0010605312147770084,4,163,0,0.015408682623235569,1,1,0.000822171749823497,92.17056277056275,1752.2098425860386,0.01943166679291181,0.025533488298399402
34,"POLYGON ((-8.688206333333333 41.16516435000001, -8.687435916666667 41.16516435000001, -8.687435916666667 41.165933633333346, -8.688206333333333 41.165933633333346, -8.688206333333333 41.16516435000001))",0,0.0007245232087772851,4,163,0,0.014640313135841283,1,1,0.00044304870207364697,92.17056277056275,1752.2098425860386,0.01953461686721981,0.02598635003450816
35,"POLYGON ((-8.688206333333333 41.165933633333346, -8.687435916666667 41.165933633333346, -8.687435916666667 41.16670291666668, -8.688206333333333 41.16670291666668, -8.688206333333333 41.165933633333346))",0,0.001052964860043938,4,163,0,0.013872044944450197,1,1,6.498585580725266e-05,92.17056277056275,1752.2098425860386,0.019667140911717722,0.02645383422571853
36,"POLYGON ((-8.688206333333333 41.16670291666668, -8.687435916666667 41.16670291666668, -8.687435916666667 41.16747220000001, -8.688206333333333 41.16747220000001, -8.688206333333333 41.16670291666668))",0,0.001148396727008734,3,136,0,0.01310389586574556,1,1,0.0003166883507339874,189.76850897517176,1752.2098425860386,0.019828645965559544,0.026935179525321176
37,"POLYGON ((-8.688206333333333 41.16747220000001, -8.687435916666667 41.16747220000001, -8.687435916666667 41.16824148333335, -8.688206333333333 41.16824148333335, -8.688206333333333 41.16747220000001))",1,0.00037978658718334184,3,136,0,0.012335888150993663,1,1,0.00037046133499477556,189.76850897517176,1752.2098425860386,0.0200184306005105,0.02742965622413816
38,"POLYGON ((-8.688206333333333 41.16824148333335, -8.687435916666667 41.16824148333335, -8.687435916666667 41.16901076666668, -8.688206333333333 41.16901076666668, -8.688206333333333 41.16824148333335))",0,0.0003914771447710332,3,136,0,0.01156804995585048,1,1,0.0004285374910770435,189.76850897517176,1752.2098425860386,0.02023569915474541,0.027936567054340347
39,"POLYGON ((-8.688206333333333 41.16901076666668, -8.687435916666667 41.16901076666668, -8.687435916666667 41.169780050000014, -8.688206333333333 41.169780050000014, -8.688206333333333 41.16901076666668))",0,0.0011601140253691877,3,136,0,0.010800417435544591,1,1,1.7560033382453585e-05,189.76850897517176,1752.2098425860386,0.020479576913336375,0.02845524750697265
40,"POLYGON ((-8.688206333333333 41.169780050000014, -8.687435916666667 41.169780050000014, -8.687435916666667 41.17054933333335, -8.688206333333333 41.17054933333335, -8.688206333333333 41.169780050000014))",0,0.0016288026100821607,4,62,0,0.010033037799050456,1,1,0.0004003642342688025,47.25675990675991,1752.2098425860386,0.020749125632441766,0.028985065745618568
41,"POLYGON ((-8.688206333333333 41.17054933333335, -8.687435916666667 41.17054933333335, -8.687435916666667 41.17131861666668, -8.688206333333333 41.17131861666668, -8.688206333333333 41.17054933333335))",0,0.0008604632813784623,4,62,0,0.009265973875749473,1,1,0.00014221833663547088,47.25675990675991,1752.2098425860386,0.02104335886132323,0.029343107633068913
42,"POLYGON ((-8.688206333333333 41.17131861666668, -8.687435916666667 41.17131861666668, -8.687435916666667 41.172087900000015, -8.688206333333333 41.172087900000015, -8.688206333333333 41.17131861666668))",1,0.00010672332678230883,4,62,0,0.008499311145542202,1,1,0.0004414457201324701,47.25675990675991,1752.2098425860386,0.021361256599648576,0.028777096481085063
43,"POLYGON ((-8.688206333333333 41.172087900000015, -8.687435916666667 41.172087900000015, -8.687435916666667 41.17285718333335, -8.688206333333333 41.17285718333335, -8.688206333333333 41.172087900000015))",1,0.00041740612229563395,4,136,0,0.007733168931656336,1,1,0.0009411991003803025,47.25675990675991,1752.2098425860386,0.021701778926144718,0.028220705021171535
44,"POLYGON ((-8.688206333333333 41.17285718333335, -8.687435916666667 41.17285718333335, -8.687435916666667 41.17362646666668, -8.688206333333333 41.17362646666668, -8.688206333333333 41.17285718333335))",0,0.0006653047751404874,4,136,0,0.006967718937787524,1,1,0.0013876942030324197,544.2166666666667,1752.2098425860386,0.022063878337605557,0.02767451346628499
45,"POLYGON ((-8.687435916666667 41.16285650000001, -8.6866655 41.16285650000001, -8.6866655 41.163625783333345, -8.687435916666667 41.163625783333345, -8.687435916666667 41.16285650000001))",0,0.0011754875314157725,4,163,0,0.016996381480715986,1,1,0.0009055653318312978,43.68401598401598,1752.2098425860386,0.01854633102274445,0.02402829035336496
46,"POLYGON ((-8.687435916666667 41.163625783333345, -8.6866655 41.163625783333345, -8.6866655 41.16439506666668, -8.687435916666667 41.16439506666668, -8.687435916666667 41.163625783333345))",0,0.0013107601077376684,4,163,0,0.01623025152552857,1,1,0.0005279926427472827,43.68401598401598,1752.2098425860386,0.018590610232474696,0.024460640084624428
47,"POLYGON ((-8.687435916666667 41.16439506666668, -8.6866655 41.16439506666668, -8.6866655 41.16516435000001, -8.687435916666667 41.16516435000001, -8.687435916666667 41.16439506666668))",0,0.0007758398710386539,4,163,0,0.01546443466214364,1,1,0.00015022073007744762,92.17056277056275,1752.2098425860386,0.01866651485736592,0.024909248946673387
48,"POLYGON ((-8.687435916666667 41.16516435000001, -8.6866655 41.16516435000001, -8.6866655 41.165933633333346, -8.687435916666667 41.165933633333346, -8.687435916666667 41.16516435000001))",1,4.620528144932663e-05,4,163,0,0.014698979826899373,1,1,0.00022683096740772917,92.17056277056275,1752.2098425860386,0.018773661302968574,0.025373254551177157
49,"POLYGON ((-8.687435916666667 41.165933633333346, -8.6866655 41.165933633333346, -8.6866655 41.16670291666668, -8.687435916666667 41.16670291666668, -8.687435916666667 41.165933633333346))",0,0.0007654645938671677,4,163,0,0.013933946683440201,1,1,0.0006057642353118345,92.17056277056275,1752.2098425860386,0.018911518559091758,0.025851827858870004
50,"POLYGON ((-8.687435916666667 41.16670291666668, -8.6866655 41.16670291666668, -8.6866655 41.16747220000001, -8.687435916666667 41.16747220000001, -8.687435916666667 41.16670291666668))",0,0.0013981794870860265,3,136,0,0.013169408722353919,1,1,0.0005376891442956783,189.76850897517176,1752.2098425860386,0.019079420939772038,0.026344174962676877
51,"POLYGON ((-8.687435916666667 41.16747220000001, -8.6866655 41.16747220000001, -8.6866655 41.16824148333335, -8.687435916666667 41.16824148333335, -8.687435916666667 41.16747220000001))",0,0.0008833621495786093,3,136,0,0.012405457497002429,1,1,0.00022118079228766944,189.76850897517176,1752.2098425860386,0.01927658336627542,0.026849538152028823
52,"POLYGON ((-8.687435916666667 41.16824148333335, -8.6866655 41.16824148333335, -8.6866655 41.16901076666668, -8.687435916666667 41.16901076666668, -8.687435916666667 41.16824148333335))",0,0.0008884510061797734,3,136,0,0.011642208511152864,1,1,0.0005013448667762051,189.76850897517176,1752.2098425860386,0.019502118419568556,0.02736719637055474
53,"POLYGON ((-8.687435916666667 41.16901076666668, -8.6866655 41.16901076666668, -8.6866655 41.169780050000014, -8.687435916666667 41.169780050000014, -8.687435916666667 41.16901076666668))",0,0.001407819373130684,3,136,0,0.010879809557989676,1,1,0.00026784333386055387,189.76850897517176,1752.2098425860386,0.019755054368914584,0.02789646517188017
54,"POLYGON ((-8.687435916666667 41.169780050000014, -8.6866655 41.169780050000014, -8.6866655 41.17054933333335, -8.687435916666667 41.17054933333335, -8.687435916666667 41.169780050000014))",0,0.0017765728652818795,4,62,0,0.010118452782579118,1,1,4.7662599282100194e-05,47.25675990675991,1752.2098425860386,0.020034353423067162,0.028436696268741922
55,"POLYGON ((-8.687435916666667 41.17054933333335, -8.6866655 41.17054933333335, -8.6866655 41.17131861666668, -8.687435916666667 41.17131861666668, -8.687435916666667 41.17054933333335))",0,0.0011151727496876882,4,62,0,0.009358392549053475,1,1,0.0003555053450871405,47.25675990675991,1752.2098425860386,0.0203389295376119,0.028987276760151236
56,"POLYGON ((-8.687435916666667 41.17131861666668, -8.6866655 41.17131861666668, -8.6866655 41.172087900000015, -8.687435916666667 41.172087900000015, -8.687435916666667 41.17131861666668))",0,0.0007173583982396051,4,62,0,0.008599972626982356,1,1,5.473663478676888e-05,47.25675990675991,1752.2098425860386,0.020667665230633597,0.02930932770099621
57,"POLYGON ((-8.687435916666667 41.172087900000015, -8.6866655 41.172087900000015, -8.6866655 41.17285718333335, -8.687435916666667 41.17285718333335, -8.687435916666667 41.172087900000015))",0,0.0009844742633996822,4,62,0,0.007843668845740665,1,1,0.0006861908860642247,47.25675990675991,1752.2098425860386,0.021019426993349983,0.02876323348121142
58,"POLYGON ((-8.687435916666667 41.17285718333335, -8.6866655 41.17285718333335, -8.6866655 41.17362646666668, -8.687435916666667 41.17362646666668, -8.687435916666667 41.17285718333335))",0,0.0012616768810903743,4,136,0,0.007090158420804911,1,1,0.0014537355144892993,47.25675990675991,1752.2098425860386,0.021393079017901346,0.028227541586158273
59,"POLYGON ((-8.6866655 41.15901008333334, -8.685895083333333 41.15901008333334, -8.685895083333333 41.159779366666676, -8.6866655 41.159779366666676, -8.6866655 41.15901008333334))",0,0.0025020901513252503,2,70,0,0.020900210669843957,1,1,0.002122829734403295,290.8709956709957,1752.2098425860386,0.018042575038243434,0.02144738922520576
60,"POLYGON ((-8.6866655 41.159779366666676, -8.685895083333333 41.159779366666676, -8.685895083333333 41.16054865000001, -8.6866655 41.16054865000001, -8.6866655 41.159779366666676))",0,0.002525441727470298,2,70,0,0.02013566285768351,1,1,0.0017455426400538965,290.8709956709957,1752.2098425860386,0.017923753511800027,0.021795336935958
61,"POLYGON ((-8.6866655 41.16054865000001, -8.685895083333333 41.16054865000001, -8.685895083333333 41.16131793333334, -8.6866655 41.16131793333334, -8.6866655 41.16054865000001))",0,0.0025049636575585257,4,163,0,0.01937149000687216,1,1,0.001366856945184786,43.68401598401598,1752.2098425860386,0.017837347324833625,0.02216453278146064
62,"POLYGON ((-8.6866655 41.16131793333334, -8.685895083333333 41.16131793333334, -8.685895083333333 41.16208721666668, -8.6866655 41.16208721666668, -8.6866655 41.16131793333334))",0,0.0017493950290216455,4,163,0,0.018607738313638163,1,1,0.0009900709624741575,43.68401598401598,1752.2098425860386,0.017783828972290274,0.022553933323979893
63,"POLYGON ((-8.6866655 41.16208721666668, -8.685895083333333 41.16208721666668, -8.685895083333333 41.16285650000001, -8.6866655 41.16285650000001, -8.6866655 41.16208721666668))",0,0.0010146510253697483,4,163,0,0.017844461855284183,1,1,0.000611493386999262,43.68401598401598,1752.2098425860386,0.017763495712794213,0.022962510686744184
64,"POLYGON ((-8.6866655 41.16285650000001, -8.685895083333333 41.16285650000001, -8.685895083333333 41.163625783333345, -8.6866655 41.163625783333345, -8.6866655 41.16285650000001))",0,0.0004269006124572449,4,163,0,0.017081724337861776,1,1,0.00023471124041555497,43.68401598401598,1752.2098425860386,0.017776461421080067,0.023389259915373013
65,"POLYGON ((-8.6866655 41.163625783333345, -8.685895083333333 41.163625783333345, -8.685895083333333 41.16439506666668, -8.6866655 41.16439506666668, -8.6866655 41.163625783333345))",0,0.0007201147522713918,4,163,0,0.01631960132780812,1,1,0.0001433415598751007,43.68401598401598,1752.2098425860386,0.017822653423823505,0.02383320489218348
66,"POLYGON ((-8.6866655 41.16439506666668, -8.685895083333333 41.16439506666668, -8.685895083333333 41.16516435000001, -8.6866655 41.16516435000001, -8.6866655 41.16439506666668))",0,0.0011252609626331226,4,163,0,0.015558183130956641,1,1,0.0005194367053894022,92.17056277056275,1752.2098425860386,0.017901814521723694,0.02429340291459005
67,"POLYGON ((-8.6866655 41.16516435000001, -8.685895083333333 41.16516435000001, -8.685895083333333 41.165933633333346, -8.6866655 41.165933633333346, -8.6866655 41.16516435000001))",0,0.0008163453047372526,4,163,0,0.01479757854746069,1,1,0.0008986865373440213,92.17056277056275,1752.2098425860386,0.018013510067960505,0.024768948072174873
68,"POLYGON ((-8.6866655 41.165933633333346, -8.685895083333333 41.165933633333346, -8.685895083333333 41.16670291666668, -8.6866655 41.16670291666668, -8.6866655 41.165933633333346))",0,0.0011181327170765437,4,163,0,0.014037919827867243,1,1,0.0011702254404330063,92.17056277056275,1752.2098425860386,0.018157139655265275,0.02525897356837586
69,"POLYGON ((-8.6866655 41.16670291666668, -8.685895083333333 41.16670291666668, -8.685895083333333 41.16747220000001, -8.6866655 41.16747220000001, -8.6866655 41.16670291666668))",0,0.0017371285454212916,4,163,0,0.013279369300274978,1,1,0.000411355503842649,92.17056277056275,1752.2098425860386,0.018331952695960857,0.025762653134865487
70,"POLYGON ((-8.6866655 41.16747220000001, -8.685895083333333 41.16747220000001, -8.685895083333333 41.16824148333335, -8.6866655 41.16824148333335, -8.6866655 41.16747220000001))",0,0.0016135374812421078,3,136,0,0.012522128358494328,1,1,0.0003475144327406988,189.76850897517176,1752.2098425860386,0.018537066988250892,0.026279201682328834
71,"POLYGON ((-8.6866655 41.16824148333335, -8.685895083333333 41.16824148333335, -8.685895083333333 41.16901076666668, -8.6866655 41.16901076666668, -8.6866655 41.16824148333335))",0,0.0016163290835862713,3,136,0,0.011766449844104819,1,1,0.0005217563183289611,189.76850897517176,1752.2098425860386,0.018771489261665147,0.026807875321773783
72,"POLYGON ((-8.6866655 41.16901076666668, -8.685895083333333 41.16901076666668, -8.685895083333333 41.169780050000014, -8.6866655 41.169780050000014, -8.6866655 41.16901076666668))",0,0.001950674217655797,3,136,0,0.011012655398894382,1,1,0.00023144941466113635,189.76850897517176,1752.2098425860386,0.019034136685668356,0.02734797087846165
73,"POLYGON ((-8.6866655 41.169780050000014, -8.685895083333333 41.169780050000014, -8.685895083333333 41.17054933333335, -8.6866655 41.17054933333335, -8.6866655 41.169780050000014))",0,0.0022014786006822494,4,62,0,0.010261160247747678,1,1,0.00021123884324277803,47.25675990675991,1752.2098425860386,0.019323858396559878,0.027898825006869805
74,"POLYGON ((-8.6866655 41.17054933333335, -8.685895083333333 41.17054933333335, -8.685895083333333 41.17131861666668, -8.6866655 41.17131861666668, -8.6866655 41.17054933333335))",0,0.001712865185953643,4,62,0,0.009512509343956184,1,1,0.00026419118059467647,47.25675990675991,1752.2098425860386,0.01963945622938366,0.028459813001017194
75,"POLYGON ((-8.6866655 41.17131861666668, -8.685895083333333 41.17131861666668, -8.685895083333333 41.172087900000015, -8.6866655 41.172087900000015, -8.6866655 41.17131861666668))",0,0.0014848905532499357,4,62,0,0.008767431328588773,1,1,0.00021477895402697306,47.25675990675991,1752.2098425860386,0.01997970401020685,0.029030347380560036
76,"POLYGON ((-8.6866655 41.172087900000015, -8.685895083333333 41.172087900000015, -8.685895083333333 41.17285718333335, -8.6866655 41.17285718333335, -8.6866655 41.172087900000015))",0,0.0015280748927765655,1,62,0,0.008026921195471947,1,1,0.0009226322656790744,189.76850897517176,1752.2098425860386,0.0203433649472919,0.029315969920473174
77,"POLYGON ((-8.6866655 41.17285718333335, -8.685895083333333 41.17285718333335, -8.685895083333333 41.17362646666668, -8.6866655 41.17362646666668, -8.6866655 41.17285718333335))",0,0.0009675237991122176,1,62,0,0.007292370626125972,1,1,0.0016443765212331596,189.76850897517176,1752.2098425860386,0.020729206837602484,0.028790564358513383
78,"POLYGON ((-8.685895083333333 41.157471516666675, -8.685124666666667 41.157471516666675, -8.685124666666667 41.15824080000001, -8.685895083333333 41.15824080000001, -8.685895083333333 41.157471516666675))",0,0.0025187413277332786,2,70,0,0.022521384690412413,1,1,0.002254777188463341,290.8709956709957,1752.2098425860386,0.017631100735367833,0.020108075399558997
79,"POLYGON ((-8.685895083333333 41.15824080000001, -8.685124666666667 41.15824080000001, -8.685124666666667 41.15901008333334, -8.685895083333333 41.15901008333334, -8.685895083333333 41.15824080000001))",0,0.002023430572505967,2,70,0,0.021759404717505707,1,1,0.0018312808788791385,290.8709956709957,1752.2098425860386,0.0174417588474912,0.02042091370289399
80,"POLYGON ((-8.685895083333333 41.15901008333334, -8.685124666666667 41.15901008333334, -8.685124666666667 41.159779366666676, -8.685895083333333 41.159779366666676, -8.685895083333333 41.15901008333334))",0,0.001740137460480194,2,70,0,0.020997957344490958,1,1,0.001452139427759082,290.8709956709957,1752.2098425860386,0.017284611188607107,0.020757560799417006
81,"POLYGON ((-8.685895083333333 41.159779366666676, -8.685124666666667 41.159779366666676, -8.685124666666667 41.16054865000001, -8.685895083333333 41.16054865000001, -8.685895083333333 41.159779366666676))",0,0.001773549879438356,2,70,0,0.02023710269073856,1,1,0.0010741485147597366,290.8709956709957,1752.2098425860386,0.017160542237424803,0.021116878034310765
